Número,Texto,Bloco,Resposta Correta,Arquivo Prova
36,"Paciente, 25 anos, G3P2A0 (2 partos vaginais), chega à emergência referindo dor em abdome inferior associada a cefaleia, náusea, 2 episódios de vômitos, dor epigástrica e diminuição da movimentação fetal. Paciente encontra-se com 32 semanas de idade gestacional e refere não ter tido qualquer intercorrência na gestação até o presente momento. Ao exame físico: PA: 150 x 110 mmHg, BCF: 144 bpm, movimentação fetal presente, edema presente em MMII (3+), altura de fundo uterino: 29cm; labistix: negativo. Solicitados exames laboratoriais, com os seguintes resultados: Hemoglobina: 10,8 g/dL; Hematócrito: 30%; leucócitos totais: 9.400 células/mm3 sem desvio; plaquetas: 113.000/µL; Creatinina: 1,1 mg/dL; Ureia: 28 mg/dL; TGO (AST): 15 u/L; TGP (ALT): 14 u/L; DHL (desidrogenase lática): 400 UI/L; Bilirrubinas totais: 0,4 mg/dL; Bilirrubina direta 0,2 mg/dL; Bilirrubina indireta: 0,2 mg/dL. USG obstétrica evidencia peso fetal no percentil 3 e ILA (índice de líquido amniótico) de 4,0cm; Doppler normal. Qual o diagnóstico e a conduta?  (A) Pré-eclampsia com sinais de gravidade. Internamento hospitalar, sulfato de magnésio, programar interrupção da gestação. (B) Hipertensão gestacional. Manter paciente internada e aguardar completar 34 semanas de gestação para interrupção da mesma. (C) Pré-eclâmpsia sem sinais de gravidade. Internamento hospitalar, anti-hipertensivo e aguardar completar 34 semanas de gestação para interrupção da mesma. (D) Síndrome HELLP. Sulfato de magnésio e interrupção da gestação por via alta.",,A,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
37,"Uma adolescente com 16 anos de idade vem acompanhada de sua mãe à unidade básica de saúde, com queixa de dor pélvica no período menstrual. A genitora relata que a filha tem dor tipo cólica, tão intensa que chega a faltar aula, e diz que esse quadro vem desde a menarca aos 13 anos. Refere que tem ciclos menstruais regulares, 5 dias de fluxo moderado. Nega coitarca, nega leucorreia. Ao exame físico não foi encontrado nada digno de nota. Trouxe ultrassonografia pélvica com resultado normal. A mãe demonstra preocupação com a qualidade de vida da filha e acha que ela pode estar com algum problema mais grave. Considerando o quadro descrito acima, avalie as afirmações a seguir:  I. A dismenorreia caracteriza-se por menstruação difícil ou desconfortável, com a presença de dor uterina na forma de cólica, que se manifesta no baixo ventre ou na região lombar, iniciando antes ou durante as menstruações. II. A adolescente apresenta um quadro de dismenorreia primária. Na terapia medicamentosa são utilizados analgésicos, relaxantes musculares, anticoncepcionais hormonais e anti-inflamatórios não-hormonais. III. A adolescente apresenta um quadro de dismenorreia secundária ou adquirida, e pode estar relacionado com condições como endometriose, doença inflamatória pélvica, adenomiose, cisto ovariano, mioma ou pólipo endometrial.  É correto o que se afirma em:  (A) I, apenas (B) III, apenas (C) I e II, apenas (D) I, II e III",,C,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
38,"Mulher, 32 anos, G2P2, tabagista (5 cigarros/dia), encontra- se com 24 horas pós-parto vaginal. Durante visita do médico para avaliar sua alta, ele indaga sobre o desejo de método anticoncepcional. A puérpera ainda deseja filhos, porém não nesse momento, já que seu outro filho, do primeiro relacionamento, só tem 2 anos. Nega qualquer patologia, não faz uso de medicações. Exame ginecológico dentro dos padrões de normalidade. Considerando esse quadro, avalie as afirmações a seguir:  I. O método da amenorreia da lactação (LAM) se baseia em três critérios: amamentação exclusiva, amenorreia, período de até seis meses após o parto. Esse método, quando usado corretamente, tem eficácia de 98% para prevenir gravidezes nos seis primeiros meses de pós-parto, não tem contraindicação e não sofre discriminações religiosas ou culturais, podendo ser orientado nesse momento. II. Proporcionar acesso a métodos anticoncepcionais modernos, como parte da assistência prestada à mãe durante o puerpério imediato, é uma estratégia para diminuir os partos não planejados e assim diminuir a morbimortalidade neonatal e materna. Assim, a prescrição de métodos anticoncepcionais hormonais combinados de rotina no pós-parto seria uma forma de garantir essa prática. III. O uso dos anticoncepcionais somente com progestogênio não parece afetar a lactação, podendo ser usados no período do puerpério, após uma orientação ampla sobre os benefícios e riscos, oferecendo todos os conhecimentos para a paciente realizar sua escolha livre, considerando suas necessidades. IV. Cada forma de contracepção tem suas vantagens e desvantagens, e a situação individual da paciente deve ser avaliada para encontrar a melhor opção de contracepção, que pode ser método de barreiras, dispositivos intrauterinos (DIU) e hormonais à base de progestágenos.  É correto o que se encontra em:  (A) I, apenas (B) I e II, apenas (C) II e III, apenas (D) I, III e IV, apenas",,D,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
39,"Gestante compareceu à consulta de pré-natal no dia 18 de outubro de 2020. Na ocasião, informou que a data da última menstruação (DUM) tinha sido dia 15 de junho de 2020. Não realizou ultrassonografia até o momento. Diante dessas informações, qual a idade gestacional (IG) desta mulher no dia da consulta e qual a data provável do parto (DPP)?  (A) IG é 15 semanas e 6 dias e DPP é 18 de fevereiro de 2021. (B) IG é 16 semanas e 2 dias e DPP é 15 de março de 2021. (C) IG é 17 semanas e 6 dias e DPP é 22 de março de 2021. (D) IG é 18 semanas e 4 dias e DPP é 20 de abril de 2021.",,C,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
40,"Você é médico e está realizando o pré-natal das gestantes da sua área no interior do Ceará. Chega para a primeira consulta de pré-natal uma gestante G1P0A0, de 25 anos. Nos exames iniciais ela traz um teste rápido positivo para HIV. Refere que só soube do diagnóstico por causa do teste e que não tem qualquer sintoma. Na primeira consulta está com 10 semanas de gestação e a gravidez não foi planejada. Como estratégia para minimizar a possibilidade de transmissão vertical do HIV nesse momento, qual a atitude mais indicada?  (A) Solicitar carga viral e a contagem de linfócitos CD4, e a genotipagem apenas após início da TARV. (B) Referenciar para pré-natal de alto risco para avaliar início de TARV. (C) Repetir a coleta do teste para HIV e um teste confirmatório em 4 semanas. (D) Indicar via de parto cesáreo eletivo, independentemente da carga viral.",,B,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
41,"M. S., sexo feminino, 6 meses de idade, é trazida por sua mãe à consulta de puericultura na Unidade de Saúde da Família em que são cadastradas. A mãe mostra-se muito ansiosa e acha que sua filha apresenta algum atraso no seu desenvolvimento. Antecedentes pessoais: caçula de três irmãos. Gestação sem intercorrências. Nascida de parto vaginal com 39 semanas e 5 dias de idade gestacional. Peso de nascimento: 3.400g; comprimento: 49cm. Foi submetida a fototerapia por um dia logo após o nascimento. Dieta: aleitamento materno exclusivo. Cartão vacinal atualizado. Ao exame: EGB, eupneica, hidratada, normocorada, ativa e reativa. Comprimento, peso e perímetro cefálico no percentil 50. ACV, AR e abdome: sem anormalidades. SN: emite sons bilabiais. Não apresenta o comportamento de rolar quando colocado sobre a maca. Busca objetos com as mãos. Senta-se com apoio. Não engatinha. Não demonstra estranhamento quando o profissional a pega nos braços. Qual dos comportamentos observados no exame da criança poderia indicar um atraso no seu desenvolvimento?  (A) Não engatinhar. (B) Sentar-se com apoio. (C) Incapacidade de rolar. (D) Ausência de aversão a estranhos.",,C,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
42,"Menor de 5 anos, previamente sadio, internado com diarreia há 48 horas, com fezes líquidas, sem sangue, 14 episódios nas últimas seis horas. Sem urinar há 10 horas. Chegou à emergência torporoso, com olhos encovados, mucosas secas, turgor cutâneo muito diminuído. Ausculta pulmonar normal, com FR: 20 ipm, bulhas cardíacas normofonéticas. Peso: 18kg. Diante do quadro acima, qual a melhor conduta inicial?  (A) Bicarbonato de sódio para correção de acidose metabólica (B) Ceftriaxona venosa (C) Soro de reidratação oral, pelo menos 900mL em quatro horas (D) Hidratação parenteral",,D,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
43,"Menina de 10 anos procura o posto de saúde, devido a feridas em pernas há uma semana; nega febre. A genitora refere que a menor tem alergia a picada de inseto e sempre “coça” as pernas, em especial no final da tarde. Ao exame: máculas eritematosas e pápulas vesiculares, sendo algumas delas com evolução para crostas melicéricas em membros inferiores. Diante do quadro acima, qual a mais provável hipótese diagnóstica e o respectivo tratamento inicial?  (A) Pioderma gangrenoso / Vancomicina IV (B) Celulite / Cefalotina IV (C) Impetigo / Penicilina Benzatina IM (D) Erisipela / Cefalexina VO",,C,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
44,"Criança de sete anos comparece ao serviço de urgência devido a quadro de tosse, acompanhada de dor e chiado no peito, precedidos de quadro sugestivo de infecção de vias aéreas superiores. Ao exame, apresentava estado geral regular, taquidispneia, agitação, e falava apenas palavras soltas. No exame do aparelho pulmonar apresentava ausculta simétrica, com presença de sibilos bilateralmente, uso de musculatura acessória e saturação de oxigênio de 89% em ar ambiente. Qual a classificação de gravidade e a conduta apropriada para o quadro?  (A) Asma moderada; utilizar beta 2 agonista de curta ação e sulfato de magnésio. (B) Asma moderada; utilizar beta 2 agonista de curta ação e corticosteroide oral. (C) Asma grave; utilizar beta 2 agonista de curta ação, corticosteroide oral ou venoso e teofilina ou sulfato de magnésio. (D) Asma grave; utilizar beta 2 agonista de curta ação, corticosteroide oral ou venoso e brometo de ipratrópio.",,D,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
45,"Garoto de dez anos de idade, do sexo masculino, é atendido no ambulatório com queixa de rebeldia. No entanto, foi constatado em seu exame físico pressão arterial no percentil 97 para a idade, o sexo e a altura. Ao ser questionada, a mãe informa que em outros atendimentos médicos realizados nesse mesmo ano recebeu a mesma informação, mas que não se preocupou, pois a criança é assintomática. O restante do exame físico é normal, mas seu IMC está no Z-score maior que 3. Tem história familiar de hipertensão (pais e tios maternos e paternos). Diante desse quadro, qual a conduta mais adequada?  (A) Internar e medicar com anti-hipertensivo e diurético. (B) Solicitar ecocardiograma e parecer do endocrinologista. (C) Solicitar a dosagem de renina plasmática e lipidograma. (D) Orientar mudança de hábitos de vida e investigar a hipertensão arterial.",,D,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
46,"Escolar, sexo feminino, 10 anos, procura atendimento na Estratégia de Saúde da Família. Genitora relata que há cinco dias, após picada de inseto próximo à pálpebra direita, a menor evoluiu com edema, calor e rubor bipalpebral, unilateral. Há três dias apresenta febre alta. Nas últimas 24 horas a mãe relata que o edema piorou e a criança não consegue abrir o olho direito e está sonolenta. Qual o diagnóstico mais provável e a conduta mais adequada para este caso?  (A) Hordéolo / Prescrição de cefalexina oral (B) Celulite / Internamento hospitalar para antibioticoterapia venosa (C) Conjuntivite / Orientação de termoterapia (D) Blefarite / Internamento para drenagem",,B,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
47,"Menino de 3 anos chega ao ambulatório com história de edema. Ao ser questionada, mãe refere urina espumosa, mas sem alterações no volume e na coloração. Ao exame, apresenta- se em regular estado geral, anasarca (edema de membros inferiores, ascite e edema escrotal). Pressão arterial normal. Nega episódios semelhantes anteriormente. Para o caso acima, qual achado de exame confirma o diagnóstico?  (A) Presença de hematúria com dismorfismo eritrocitário. (B) Relação proteína/creatinina na urina > 2(mg/mg). (C) Complemento sérico total e fração C3 baixos. (D) Aumento de ureia e creatinina séricas.",,B,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
48,"Recém-nascido de 37 semanas de idade gestacional, Apgar 8 e 9, evoluindo com icterícia em face e tronco com 18 horas de vida. Genitora com DHEG, grupo sanguíneo materno 0 + e RN B+. Ao exame físico: ativo, mamando bem, diurese e mecônio já observados. Neste caso, está indicado:  (A) Observar e reavaliar a progressão da icterícia, com alta junto com genitora. (B) Suspender aleitamento materno, pois trata-se de icterícia associada ao leite materno. (C) Aguardar completar 24 horas de vida e colher exames controle. (D) Colher exames laboratoriais pela incompatibilidade ABO, vigilância hospitalar e fototerapia.",,D,prova_consorcio_interinstitucional_nordeste_teste_do_progresso_2021.pdf
